canonical_id,family,family_group,title,aliases,lookup_aliases,evidence_class,confidence_level,reproducibility_status,earliest_reported_at,latest_reported_at,held_out_accuracy,logical_accuracy,macro_f1,final_ce_loss,intervention_effect_on_gold,resume_first_token_accuracy,english_fluency_score,contamination_rate,loop_rate,scratchpad_bleed_rate,surgery_trigger_rate,geometry_retention,final_answer_lift,symbolic_lift,artifact_count,doc_count,git_count,script_paths,dag_paths,artifact_roots,baseline_relation,derived_from,supersedes,notes
phase5.objective.ablate_compositional_consistency_loss,phase5_objective_ablation,phase5_objective_ablation,ablate_compositional_consistency_loss,ablate_compositional_consistency_loss,phase5.objective:ablate_compositional_consistency_loss,artifact,high,runnable,2026-02-22T12:31:47.041824+00:00,2026-02-22T12:31:47.041824+00:00,,,,,,,,,,,,,,,1,0,0,scripts/run_phase5_objective_ablation.py,,src/runs|src/runs/phase5_objective_ablation.json,objective-term ablation,,,
phase5.objective.ablate_compression_regularization_loss,phase5_objective_ablation,phase5_objective_ablation,ablate_compression_regularization_loss,ablate_compression_regularization_loss,phase5.objective:ablate_compression_regularization_loss,artifact,high,runnable,2026-02-22T12:31:47.041824+00:00,2026-02-22T12:31:47.041824+00:00,,,,,,,,,,,,,,,1,0,0,scripts/run_phase5_objective_ablation.py,,src/runs|src/runs/phase5_objective_ablation.json,objective-term ablation,,,
phase5.objective.ablate_coverage_regularization_loss,phase5_objective_ablation,phase5_objective_ablation,ablate_coverage_regularization_loss,ablate_coverage_regularization_loss,phase5.objective:ablate_coverage_regularization_loss,artifact,high,runnable,2026-02-22T12:31:47.041824+00:00,2026-02-22T12:31:47.041824+00:00,,,,,,,,,,,,,,,1,0,0,scripts/run_phase5_objective_ablation.py,,src/runs|src/runs/phase5_objective_ablation.json,objective-term ablation,,,
phase5.objective.ablate_roundtrip_consistency_loss,phase5_objective_ablation,phase5_objective_ablation,ablate_roundtrip_consistency_loss,ablate_roundtrip_consistency_loss,phase5.objective:ablate_roundtrip_consistency_loss,artifact,high,runnable,2026-02-22T12:31:47.041824+00:00,2026-02-22T12:31:47.041824+00:00,,,,,,,,,,,,,,,1,0,0,scripts/run_phase5_objective_ablation.py,,src/runs|src/runs/phase5_objective_ablation.json,objective-term ablation,,,
phase5.objective.ablate_semantic_unambiguity_loss,phase5_objective_ablation,phase5_objective_ablation,ablate_semantic_unambiguity_loss,ablate_semantic_unambiguity_loss,phase5.objective:ablate_semantic_unambiguity_loss,artifact,high,runnable,2026-02-22T12:31:47.041824+00:00,2026-02-22T12:31:47.041824+00:00,,,,,,,,,,,,,,,1,0,0,scripts/run_phase5_objective_ablation.py,,src/runs|src/runs/phase5_objective_ablation.json,objective-term ablation,,,
phase5.objective.baseline_no_phase5,phase5_objective_ablation,phase5_objective_ablation,baseline_no_phase5,baseline_no_phase5,phase5.objective:baseline_no_phase5,artifact,high,runnable,2026-02-22T12:31:47.041824+00:00,2026-02-22T12:31:47.041824+00:00,,,,,,,,,,,,,,,1,0,0,scripts/run_phase5_objective_ablation.py,,src/runs|src/runs/phase5_objective_ablation.json,objective-term ablation,,,
phase5.objective.phase5_full,phase5_objective_ablation,phase5_objective_ablation,phase5_full,phase5_full,phase5.objective:phase5_full,artifact,high,runnable,2026-02-22T12:31:47.041824+00:00,2026-02-22T12:31:47.041824+00:00,,,,,,,,,,,,,,,1,0,0,scripts/run_phase5_objective_ablation.py,,src/runs|src/runs/phase5_objective_ablation.json,objective-term ablation,,,
phase5.train.ablate_compositional_consistency_weight,phase5_train_ablation,phase5_train_ablation,ablate_compositional_consistency_weight,ablate_compositional_consistency_weight,phase5.train:ablate_compositional_consistency_weight,artifact,high,runnable,2026-02-22T16:22:11.484636+00:00,2026-02-22T16:25:41.540528+00:00,,,,,,,,,,,,,,,3,0,0,scripts/run_phase5_train_ablation.py,,src/runs/phase5_train_ablation/20260222_162211|src/runs/phase5_train_ablation/20260222_162211/ablation_manifest.json|src/runs/phase5_train_ablation/20260222_162502|src/runs/phase5_train_ablation/20260222_162502/ablation_manifest.json|src/runs/phase5_train_ablation/20260222_162541|src/runs/phase5_train_ablation/20260222_162541/ablation_manifest.json,phase5 train ablation variant,,,
phase5.train.ablate_compression_regularization_weight,phase5_train_ablation,phase5_train_ablation,ablate_compression_regularization_weight,ablate_compression_regularization_weight,phase5.train:ablate_compression_regularization_weight,artifact,high,runnable,2026-02-22T16:22:11.484636+00:00,2026-02-22T16:25:41.540528+00:00,,,,,,,,,,,,,,,3,0,0,scripts/run_phase5_train_ablation.py,,src/runs/phase5_train_ablation/20260222_162211|src/runs/phase5_train_ablation/20260222_162211/ablation_manifest.json|src/runs/phase5_train_ablation/20260222_162502|src/runs/phase5_train_ablation/20260222_162502/ablation_manifest.json|src/runs/phase5_train_ablation/20260222_162541|src/runs/phase5_train_ablation/20260222_162541/ablation_manifest.json,phase5 train ablation variant,,,
phase5.train.ablate_coverage_regularization_weight,phase5_train_ablation,phase5_train_ablation,ablate_coverage_regularization_weight,ablate_coverage_regularization_weight,phase5.train:ablate_coverage_regularization_weight,artifact,high,runnable,2026-02-22T16:22:11.484636+00:00,2026-02-22T16:25:41.540528+00:00,,,,,,,,,,,,,,,3,0,0,scripts/run_phase5_train_ablation.py,,src/runs/phase5_train_ablation/20260222_162211|src/runs/phase5_train_ablation/20260222_162211/ablation_manifest.json|src/runs/phase5_train_ablation/20260222_162502|src/runs/phase5_train_ablation/20260222_162502/ablation_manifest.json|src/runs/phase5_train_ablation/20260222_162541|src/runs/phase5_train_ablation/20260222_162541/ablation_manifest.json,phase5 train ablation variant,,,
phase5.train.ablate_roundtrip_consistency_weight,phase5_train_ablation,phase5_train_ablation,ablate_roundtrip_consistency_weight,ablate_roundtrip_consistency_weight,phase5.train:ablate_roundtrip_consistency_weight,artifact,high,runnable,2026-02-22T16:22:11.484636+00:00,2026-02-22T16:25:41.540528+00:00,,,,,,,,,,,,,,,3,0,0,scripts/run_phase5_train_ablation.py,,src/runs/phase5_train_ablation/20260222_162211|src/runs/phase5_train_ablation/20260222_162211/ablation_manifest.json|src/runs/phase5_train_ablation/20260222_162502|src/runs/phase5_train_ablation/20260222_162502/ablation_manifest.json|src/runs/phase5_train_ablation/20260222_162541|src/runs/phase5_train_ablation/20260222_162541/ablation_manifest.json,phase5 train ablation variant,,,
phase5.train.ablate_semantic_unambiguity_weight,phase5_train_ablation,phase5_train_ablation,ablate_semantic_unambiguity_weight,ablate_semantic_unambiguity_weight,phase5.train:ablate_semantic_unambiguity_weight,artifact,high,runnable,2026-02-22T16:22:11.484636+00:00,2026-02-22T16:25:41.540528+00:00,,,,,,,,,,,,,,,3,0,0,scripts/run_phase5_train_ablation.py,,src/runs/phase5_train_ablation/20260222_162211|src/runs/phase5_train_ablation/20260222_162211/ablation_manifest.json|src/runs/phase5_train_ablation/20260222_162502|src/runs/phase5_train_ablation/20260222_162502/ablation_manifest.json|src/runs/phase5_train_ablation/20260222_162541|src/runs/phase5_train_ablation/20260222_162541/ablation_manifest.json,phase5 train ablation variant,,,
phase5.train.baseline_no_phase5,phase5_train_ablation,phase5_train_ablation,baseline_no_phase5,baseline_no_phase5,phase5.train:baseline_no_phase5,artifact,high,runnable,2026-02-22T16:22:11.484636+00:00,2026-02-22T16:25:41.540528+00:00,,,,,,,,,,,,,,,3,0,0,scripts/run_phase5_train_ablation.py,,src/runs/phase5_train_ablation/20260222_162211|src/runs/phase5_train_ablation/20260222_162211/ablation_manifest.json|src/runs/phase5_train_ablation/20260222_162502|src/runs/phase5_train_ablation/20260222_162502/ablation_manifest.json|src/runs/phase5_train_ablation/20260222_162541|src/runs/phase5_train_ablation/20260222_162541/ablation_manifest.json,phase5 train ablation variant,,,
phase5.train.phase5_full,phase5_train_ablation,phase5_train_ablation,phase5_full,phase5_full,phase5.train:phase5_full,artifact,high,runnable,2026-02-22T16:22:11.484636+00:00,2026-02-22T16:25:41.540528+00:00,,,,,,,,,,,,,,,3,0,0,scripts/run_phase5_train_ablation.py,,src/runs/phase5_train_ablation/20260222_162211|src/runs/phase5_train_ablation/20260222_162211/ablation_manifest.json|src/runs/phase5_train_ablation/20260222_162502|src/runs/phase5_train_ablation/20260222_162502/ablation_manifest.json|src/runs/phase5_train_ablation/20260222_162541|src/runs/phase5_train_ablation/20260222_162541/ablation_manifest.json,phase5 train ablation variant,,,
h.series.h3,h_series_artifact,h_series,SwiGLU Mid-Layer Bridge (Non-Linear Alignment),H3,h:H3,artifact,high,artifact_only,2026-02-28T19:22:02.110455+00:00,2026-02-28T19:22:02.110455+00:00,0.0,,,,,,,,,,,0.9340984901516802,-0.16666666666666666,,1,0,0,D:/lojbanhypop/scripts/true_coconut.py,,runs/h_series/20260228_190640|runs/h_series/20260228_190640/run_h_series.json,h-series family row,,,
h.series.h5_dptr,h_series_artifact,h_series,Dynamic Pointer Refactor Eval,H5-DPTR,h:H5-DPTR,artifact,high,artifact_only,2026-03-03T17:53:41.379593+00:00,2026-03-03T18:03:40.957697+00:00,0.25,,,,,,,,,,,,,,4,0,0,D:/lojbanhypop/scripts/eval_h5_dynamic_pointer_refactor.py,,runs/h_series/20260303_175314|runs/h_series/20260303_175314/run_h_series.json|runs/true_coconut_h_series/20260303_175314/h5-dptr.json|runs/h_series/20260303_175413|runs/h_series/20260303_175413/run_h_series.json|runs/true_coconut_h_series/20260303_175413/h5-dptr.json|runs/h_series/20260303_175526|runs/h_series/20260303_175526/run_h_series.json|runs/true_coconut_h_series/20260303_175526/h5-dptr.json|runs/h_series/20260303_180224|runs/h_series/20260303_180224/run_h_series.json|runs/true_coconut_h_series/20260303_180224/h5-dptr.json,h-series family row,,,
h.series.h5_ood,h_series_artifact,h_series,OOD Stress Test,H5-OOD,h:H5-OOD,artifact,high,artifact_only,2026-03-03T17:53:41.379593+00:00,2026-03-03T18:03:40.957697+00:00,0.75,,,,,,,,,,,,,,4,0,0,D:/lojbanhypop/scripts/eval_h5_ood_stress.py,,runs/h_series/20260303_175314|runs/h_series/20260303_175314/run_h_series.json|runs/true_coconut_h_series/20260303_175314/h5-ood.json|runs/h_series/20260303_175413|runs/h_series/20260303_175413/run_h_series.json|runs/true_coconut_h_series/20260303_175413/h5-ood.json|runs/h_series/20260303_175526|runs/h_series/20260303_175526/run_h_series.json|runs/true_coconut_h_series/20260303_175526/h5-ood.json|runs/h_series/20260303_180224|runs/h_series/20260303_180224/run_h_series.json|runs/true_coconut_h_series/20260303_180224/h5-ood.json,h-series family row,,,
h.series.h5_prov,h_series_artifact,h_series,Provenance Trace,H5-PROV,h:H5-PROV,artifact,high,artifact_only,2026-03-03T17:53:41.379593+00:00,2026-03-03T18:03:40.957697+00:00,,,,,,,,,,,,0.0024999999441206455,,,4,0,0,D:/lojbanhypop/scripts/trace_h5_provenance.py,,runs/h_series/20260303_175314|runs/h_series/20260303_175314/run_h_series.json|runs/true_coconut_h_series/20260303_175314/h5-prov.json|runs/h_series/20260303_175413|runs/h_series/20260303_175413/run_h_series.json|runs/true_coconut_h_series/20260303_175413/h5-prov.json|runs/h_series/20260303_175526|runs/h_series/20260303_175526/run_h_series.json|runs/true_coconut_h_series/20260303_175526/h5-prov.json|runs/h_series/20260303_180224|runs/h_series/20260303_180224/run_h_series.json|runs/true_coconut_h_series/20260303_180224/h5-prov.json,h-series family row,,,
j.series.j_1,j_series,j_series,Graph Target (Factor Schema),J-1,j:J-1,artifact,high,runnable,2026-03-04T00:19:43.821927+00:00,2026-03-11T01:06:45.422573+00:00,,,,,,,,,,,1.0,,,,9,0,0,D:/lojbanhypop/scripts/eval_j_1.py,,runs/j_series/20260304_001943|runs/j_series/20260304_001943/run_h_series.json|runs/true_coconut_h_series/20260304_001943/j-1.json|runs/j_series/20260304_002346|runs/j_series/20260304_002346/run_h_series.json|runs/true_coconut_h_series/20260304_002346/j-1.json|runs/j_series/20260304_002412|runs/j_series/20260304_002412/run_h_series.json|runs/true_coconut_h_series/20260304_002412/j-1.json|runs/j_series/20260304_174524|runs/j_series/20260304_174524/run_h_series.json|runs/j_series/20260304_174524/j-1.json|runs/j_series/20260304_175527|runs/j_series/20260304_175527/run_h_series.json|runs/j_series/20260304_175527/j-1.json|runs/j_series/test_run_true_coconut_10d645c8b5c94c4a9b9289f89b830d84/20260311_010645|runs/j_series/test_run_true_coconut_10d645c8b5c94c4a9b9289f89b830d84/20260311_010645/run_h_series.json|runs/j_series/test_run_true_coconut_10d645c8b5c94c4a9b9289f89b830d84/20260311_010645/j-1.json|runs/j_series/test_run_true_coconut_49dfa97171024810bb9fb45dc6d2e3b7/20260310_215112|runs/j_series/test_run_true_coconut_49dfa97171024810bb9fb45dc6d2e3b7/20260310_215112/run_h_series.json|runs/j_series/test_run_true_coconut_49dfa97171024810bb9fb45dc6d2e3b7/20260310_215112/j-1.json|runs/j_series/test_run_true_coconut_65adf38fe3764e019572cf82202987b1/20260310_220925|runs/j_series/test_run_true_coconut_65adf38fe3764e019572cf82202987b1/20260310_220925/run_h_series.json|runs/j_series/test_run_true_coconut_65adf38fe3764e019572cf82202987b1/20260310_220925/j-1.json|runs/j_series/test_run_true_coconut_f397a2bba1b34a4b8cfcf08617f3bf3e/20260310_214010|runs/j_series/test_run_true_coconut_f397a2bba1b34a4b8cfcf08617f3bf3e/20260310_214010/run_h_series.json|runs/j_series/test_run_true_coconut_f397a2bba1b34a4b8cfcf08617f3bf3e/20260310_214010/j-1.json,j-series row,,,
j.series.j_2,j_series,j_series,Paraphrase Explosion (Invariance),J-2,j:J-2,artifact,high,runnable,2026-03-04T00:19:43.821927+00:00,2026-03-11T01:06:45.422573+00:00,,,,,,,,,,,,,,,9,0,0,D:/lojbanhypop/scripts/eval_j_2.py,,runs/j_series/20260304_001943|runs/j_series/20260304_001943/run_h_series.json|runs/true_coconut_h_series/20260304_001943/j-2.json|runs/j_series/20260304_002346|runs/j_series/20260304_002346/run_h_series.json|runs/true_coconut_h_series/20260304_002346/j-2.json|runs/j_series/20260304_002412|runs/j_series/20260304_002412/run_h_series.json|runs/true_coconut_h_series/20260304_002412/j-2.json|runs/j_series/20260304_174524|runs/j_series/20260304_174524/run_h_series.json|runs/j_series/20260304_174524/j-2.json|runs/j_series/20260304_175527|runs/j_series/20260304_175527/run_h_series.json|runs/j_series/20260304_175527/j-2.json|runs/j_series/test_run_true_coconut_10d645c8b5c94c4a9b9289f89b830d84/20260311_010645|runs/j_series/test_run_true_coconut_10d645c8b5c94c4a9b9289f89b830d84/20260311_010645/run_h_series.json|runs/j_series/test_run_true_coconut_10d645c8b5c94c4a9b9289f89b830d84/20260311_010645/j-2.json|runs/j_series/test_run_true_coconut_49dfa97171024810bb9fb45dc6d2e3b7/20260310_215112|runs/j_series/test_run_true_coconut_49dfa97171024810bb9fb45dc6d2e3b7/20260310_215112/run_h_series.json|runs/j_series/test_run_true_coconut_49dfa97171024810bb9fb45dc6d2e3b7/20260310_215112/j-2.json|runs/j_series/test_run_true_coconut_65adf38fe3764e019572cf82202987b1/20260310_220925|runs/j_series/test_run_true_coconut_65adf38fe3764e019572cf82202987b1/20260310_220925/run_h_series.json|runs/j_series/test_run_true_coconut_65adf38fe3764e019572cf82202987b1/20260310_220925/j-2.json|runs/j_series/test_run_true_coconut_f397a2bba1b34a4b8cfcf08617f3bf3e/20260310_214010|runs/j_series/test_run_true_coconut_f397a2bba1b34a4b8cfcf08617f3bf3e/20260310_214010/run_h_series.json|runs/j_series/test_run_true_coconut_f397a2bba1b34a4b8cfcf08617f3bf3e/20260310_214010/j-2.json,j-series row,,,
j.series.j_3,j_series,j_series,Stop-Grad Isolation Gate,J-3,j:J-3,artifact,high,runnable,2026-03-04T00:19:43.821927+00:00,2026-03-04T17:55:41.539906+00:00,,,,,,,,,,,1.0,,,,5,0,0,D:/lojbanhypop/scripts/eval_j_3.py|D:/lojbanhypop/scripts/train_h5_persistent_vq_advisor.py,,runs/j_series/20260304_001943|runs/j_series/20260304_001943/run_h_series.json|runs/true_coconut_h_series/20260304_001943/j-3.json|runs/j_series/20260304_002346|runs/j_series/20260304_002346/run_h_series.json|runs/true_coconut_h_series/20260304_002346/j-3.json|runs/j_series/20260304_002412|runs/j_series/20260304_002412/run_h_series.json|runs/true_coconut_h_series/20260304_002412/j-3.json|runs/j_series/20260304_174524|runs/j_series/20260304_174524/run_h_series.json|runs/j_series/20260304_174524/j-3.json|runs/j_series/20260304_175527|runs/j_series/20260304_175527/run_h_series.json|runs/j_series/20260304_175527/j-3.json,j-series row,,,
j.series.j_4,j_series,j_series,Operator Curriculum Build,J-4,j:J-4,artifact,high,runnable,2026-03-04T00:19:43.821927+00:00,2026-03-11T01:06:45.457026+00:00,,,,,,,,,,,,,,,10,0,0,D:/lojbanhypop/scripts/eval_j_4.py,,runs/j_series/20260304_001943|runs/j_series/20260304_001943/run_h_series.json|runs/true_coconut_h_series/20260304_001943/j-4.json|runs/true_coconut_h_series/20260304_001943/j-4_curriculum.jsonl|runs/j_series/20260304_002346|runs/j_series/20260304_002346/run_h_series.json|runs/true_coconut_h_series/20260304_002346/j-4.json|runs/true_coconut_h_series/20260304_002346/j-4_curriculum.jsonl|runs/j_series/20260304_002412|runs/j_series/20260304_002412/run_h_series.json|runs/true_coconut_h_series/20260304_002412/j-4.json|runs/true_coconut_h_series/20260304_002412/j-4_curriculum.jsonl|runs/j_series/20260304_050706|runs/j_series/20260304_050706/run_h_series.json|runs/j_series/20260304_050706/j-4.json|runs/j_series/20260304_050706/j-4_curriculum.jsonl|runs/j_series/20260304_174524|runs/j_series/20260304_174524/run_h_series.json|runs/j_series/20260304_174524/j-4.json|runs/j_series/20260304_174524/j-4_curriculum.jsonl|runs/j_series/20260304_175527|runs/j_series/20260304_175527/run_h_series.json|runs/j_series/20260304_175527/j-4.json|runs/j_series/20260304_175527/j-4_curriculum.jsonl|runs/j_series/test_run_true_coconut_8a672829b620413eb8dff3496eed6488/20260311_010645|runs/j_series/test_run_true_coconut_8a672829b620413eb8dff3496eed6488/20260311_010645/run_h_series.json|runs/j_series/test_run_true_coconut_8a672829b620413eb8dff3496eed6488/20260311_010645/j-4.json|runs/j_series/test_run_true_coconut_8a672829b620413eb8dff3496eed6488/20260311_010645/j-4_curriculum.jsonl|runs/j_series/test_run_true_coconut_93bead4d63ba497b953c589fc93fc338/20260310_215112|runs/j_series/test_run_true_coconut_93bead4d63ba497b953c589fc93fc338/20260310_215112/run_h_series.json|runs/j_series/test_run_true_coconut_93bead4d63ba497b953c589fc93fc338/20260310_215112/j-4.json|runs/j_series/test_run_true_coconut_93bead4d63ba497b953c589fc93fc338/20260310_215112/j-4_curriculum.jsonl|runs/j_series/test_run_true_coconut_c17b211860b14730ab527a232fd598b6/20260310_220925|runs/j_series/test_run_true_coconut_c17b211860b14730ab527a232fd598b6/20260310_220925/run_h_series.json|runs/j_series/test_run_true_coconut_c17b211860b14730ab527a232fd598b6/20260310_220925/j-4.json|runs/j_series/test_run_true_coconut_c17b211860b14730ab527a232fd598b6/20260310_220925/j-4_curriculum.jsonl|runs/j_series/test_run_true_coconut_dcba83106ed842388b77178c86004eca/20260310_214010|runs/j_series/test_run_true_coconut_dcba83106ed842388b77178c86004eca/20260310_214010/run_h_series.json|runs/j_series/test_run_true_coconut_dcba83106ed842388b77178c86004eca/20260310_214010/j-4.json|runs/j_series/test_run_true_coconut_dcba83106ed842388b77178c86004eca/20260310_214010/j-4_curriculum.jsonl,j-series row,,,
j.series.j_5,j_series,j_series,Adversarial Synthesis (Scope/Foil),J-5,j:J-5,artifact,high,runnable,2026-03-04T17:45:36.085141+00:00,2026-03-04T17:55:41.539906+00:00,,,,,,,,,,,1.0,,,,2,0,0,D:/lojbanhypop/scripts/eval_j_5.py,,runs/j_series/20260304_174524|runs/j_series/20260304_174524/run_h_series.json|runs/j_series/20260304_174524/j-5.json|runs/j_series/20260304_174524/j-5_adversarial.jsonl|runs/j_series/20260304_175527|runs/j_series/20260304_175527/run_h_series.json|runs/j_series/20260304_175527/j-5.json|runs/j_series/20260304_175527/j-5_adversarial.jsonl,j-series row,,,
m.track.m3.m3_0,m_telemetry,m_track,Baseline Gate Run (L6-C + curriculum),M3.0,M3+:M3.0,artifact,high,artifact_only,2026-03-04T22:29:41.475989+00:00,2026-03-05T17:54:53.723051+00:00,,,,,,,,,,,,,,,5,0,0,,,artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_20260304_220300|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_20260304_220300/m3_plus_report.json|runs/l_series/m3_plus/20260304_220300/m3_0/20260304_220308/l_series_summary.json|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141856|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141856/m3_plus_report.json|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141913|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141913/m3_plus_report.json|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141934|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141934/m3_plus_report.json|runs/l_series/m3_plus_nary/20260305_141934/m3_0/20260305_141940/l_series_summary.json|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus/manual_20260305/m3_plus_20260305_172403|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus/manual_20260305/m3_plus_20260305_172403/m3_plus_report.json|runs/l_series/m3_plus/20260305_172403/m3_0/20260305_172410/l_series_summary.json,M3+ row,,,
m.track.m3.m3_1,m_telemetry,m_track,Binding Bootcamp (unbound focus),M3.1,M3+:M3.1,artifact,high,artifact_only,2026-03-04T22:29:41.475989+00:00,2026-03-05T17:54:53.723051+00:00,,,,,,,,,,,,,,,5,0,0,,,artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_20260304_220300|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_20260304_220300/m3_plus_report.json|runs/l_series/m3_plus/20260304_220300/m3_1/20260304_220830/l_series_summary.json|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141856|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141856/m3_plus_report.json|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141913|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141913/m3_plus_report.json|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141934|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141934/m3_plus_report.json|runs/l_series/m3_plus_nary/20260305_141934/m3_1/20260305_142449/l_series_summary.json|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus/manual_20260305/m3_plus_20260305_172403|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus/manual_20260305/m3_plus_20260305_172403/m3_plus_report.json|runs/l_series/m3_plus/20260305_172403/m3_1/20260305_173019/l_series_summary.json,M3+ row,,,
m.track.m3.m3_2,m_telemetry,m_track,Depth Ramp (1->4 curriculum pressure),M3.2,M3+:M3.2,artifact,high,artifact_only,2026-03-04T22:29:41.475989+00:00,2026-03-05T17:54:53.723051+00:00,,,,,,,,,,,,,,,5,0,0,,,artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_20260304_220300|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_20260304_220300/m3_plus_report.json|runs/l_series/m3_plus/20260304_220300/m3_2/20260304_221344/l_series_summary.json|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141856|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141856/m3_plus_report.json|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141913|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141913/m3_plus_report.json|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141934|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141934/m3_plus_report.json|runs/l_series/m3_plus_nary/20260305_141934/m3_2/20260305_142952/l_series_summary.json|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus/manual_20260305/m3_plus_20260305_172403|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus/manual_20260305/m3_plus_20260305_172403/m3_plus_report.json|runs/l_series/m3_plus/20260305_172403/m3_2/20260305_173624/l_series_summary.json,M3+ row,,,
m.track.m3.m3_3,m_telemetry,m_track,Truth Discrimination (foil-sensitive tier B),M3.3,M3+:M3.3,artifact,high,artifact_only,2026-03-04T22:29:41.475989+00:00,2026-03-05T17:54:53.723051+00:00,,,,,,,,,,,,,,,5,0,0,,,artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_20260304_220300|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_20260304_220300/m3_plus_report.json|runs/l_series/m3_plus/20260304_220300/m3_3/20260304_221900/l_series_summary.json|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141856|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141856/m3_plus_report.json|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141913|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141913/m3_plus_report.json|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141934|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus_nary/manual_20260305/m3_plus_20260305_141934/m3_plus_report.json|runs/l_series/m3_plus_nary/20260305_141934/m3_3/20260305_143503/l_series_summary.json|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus/manual_20260305/m3_plus_20260305_172403|artifacts/runs/telemetry/raw/ablation/hypercube/m3_plus/manual_20260305/m3_plus_20260305_172403/m3_plus_report.json|runs/l_series/m3_plus/20260305_172403/m3_3/20260305_174237/l_series_summary.json,M3+ row,,,
